Time,Cutting_Produced,Cutting_Resource,Folding_Produced,Folding_Resource,Bonding_Produced,Bonding_Resource,Labeling_Produced,Labeling_Resource,Kanban_Cutting,Kanban_Folding,Kanban_Bonding,Kanban_Labeling
447.43507623672485,0,21,0,73,0,74,59,37,1,1,1,1
448.575231552124,0,21,0,73,0,74,59,37,1,1,1,1
449.7054269313812,0,21,0,73,0,74,59,37,1,1,1,1
450.84533882141113,0,21,0,73,0,73,59,38,1,1,1,1
451.975248336792,0,21,0,72,0,74,60,37,1,1,1,1
453.0964479446411,0,21,0,72,0,74,60,37,1,1,1,1
454.2266335487366,0,21,0,72,0,74,60,37,1,1,1,1
455.37590622901917,0,21,0,72,0,74,60,37,1,1,1,1
456.50674748420715,0,21,0,72,0,74,60,37,1,1,1,1
457.65523314476013,0,21,0,72,0,74,60,37,1,1,1,1
458.7904841899872,0,21,0,72,0,74,60,37,1,1,1,1
459.9200277328491,0,21,0,72,0,74,61,36,1,1,1,1
461.0600121021271,0,21,0,72,0,74,61,36,1,1,1,1
462.1954023838043,0,21,0,72,0,74,61,36,1,1,1,1
463.3251142501831,0,21,0,72,0,74,61,36,1,1,1,1
464.4655680656433,0,21,0,72,0,74,61,36,1,1,1,1
465.60506081581116,0,21,0,72,0,74,61,36,1,1,1,1
466.7252354621887,0,21,0,72,0,74,61,36,1,1,1,1
467.86009550094604,0,21,0,72,0,74,62,35,1,1,1,1
469.00529313087463,0,21,0,72,0,74,62,35,1,1,1,1
470.15527153015137,0,21,0,72,0,74,62,35,1,1,1,1
471.29509592056274,0,21,0,72,0,74,62,35,1,1,1,1
472.44041180610657,0,21,0,72,0,74,62,35,1,1,1,1
473.5605571269989,0,21,0,72,0,73,63,35,1,1,1,1
474.6954493522644,0,21,0,72,0,73,63,35,1,1,1,1
